station,lat,lon
HBE,39.3417,-86.0305
HBG,31.2649,-89.2529
HBI,35.6545,-79.8948
HBR,34.9913,-99.0514
HBV,27.3496,-98.7369
HCD,44.8599,-94.3825
HCO,48.7527,-96.943
HDC,30.52,-90.42
HDE,40.4521,-99.3365
HDN,40.48,-107.22
HDO,29.3594,-99.1742
HEF,38.7214,-77.5154
HEI,46.0149,-102.656
HEQ,40.5694,-102.273
HEY,31.346,-85.6543
HEZ,31.6137,-91.2973
HFD,41.7367,-72.6494
HFF,35.0367,-79.4974
HFJ,36.9062,-94.0128
HFY,39.6276,-86.088
HGR,39.7078,-77.7297
HHF,35.895,-100.404
HHG,40.8529,-85.4571
HHR,33.9228,-118.335
HHV,26.9392,-94.6886
HHW,34.0348,-95.5419
HIB,47.3866,-92.839
HIE,44.3676,-71.5445
HIF,41.1239,-111.973
HII,34.5711,-114.358
HIO,45.5406,-122.95
HJH,40.1523,-97.587
HJO,36.3114,-119.623
HKA,35.94,-89.83
HKS,32.3348,-90.2225
HKY,35.7411,-81.3895
HLC,39.3756,-99.8297
HLG,40.175,-80.6463
HLN,46.6056,-111.964
HLR,31.1387,-97.7145
HLX,36.7661,-80.8236
HMN,32.8519,-106.108
HMP,33.3899,-84.331
HMZ,40.0853,-78.5122
HNB,38.25,-86.95
HND,35.9729,-115.134
HNR,41.5834,-95.3355
HNZ,36.36,-78.53
HOB,32.6875,-103.217
HOE,31.0559,-82.7741
HON,44.3852,-98.2286
HOP,36.6686,-87.4962
HOT,34.478,-93.0962
HOU,29.6375,-95.2824
HPN,41.0669,-73.7075
HQG,37.1631,-101.37
HQI,27.962,-93.6708
HQM,46.9712,-123.937
HQU,33.5297,-82.5164
HQZ,32.747,-96.5304
HRI,45.8258,-119.261
HRJ,35.3786,-78.7336
HRL,26.2285,-97.6544
HRO,36.2615,-93.1547
HRT,30.4278,-86.6893
HRX,34.8578,-102.326
HSA,30.3678,-89.4546
HSB,37.8113,-88.5503
HSE,35.2322,-75.6225
HSG,43.7136,-108.39
HSI,40.6052,-98.4279
HSP,37.9514,-79.8339
HST,25.4884,-80.3837
HSV,34.6439,-86.7861
HTL,44.3598,-84.6711
HTO,40.96,-72.25
HTS,38.365,-82.555
HUA,34.6786,-86.6848
HUF,39.4515,-87.3076
HUL,46.1231,-67.7921
HUM,29.5665,-90.6604
HUT,38.0655,-97.8606
HVE,38.418,-110.704
HVN,41.2638,-72.8868
HVR,48.5428,-109.763
HVS,34.4031,-80.1192
HWD,37.6588,-122.121
HWO,25.9995,-80.2412
HWV,40.8217,-72.8689
HWY,38.5863,-77.7106
HXD,32.2244,-80.6975
HYA,41.67,-70.28
HYI,29.8927,-97.863
HYR,46.0253,-91.4442
HYS,38.8422,-99.2732
HYW,33.8285,-79.1222
HYX,43.4334,-83.8623
HZD,36.089,-88.4654
HZE,47.2899,-101.581
HZL,40.9868,-75.9949
HZR,30.7183,-91.4787
HZX,46.6188,-93.3098
HZY,41.778,-80.6955
I16,37.6,-81.56
I19,39.691,-83.992
I35,36.8593,-83.3585
I39,37.6308,-84.3323
I63,39.9875,-90.8042
I67,39.2589,-84.7743
I69,39.0784,-84.2102
I75,41.0472,-93.6876
IAB,37.623,-97.2673
IAD,38.9348,-77.4473
IAG,43.1073,-78.9462
IAH,29.9844,-95.3414
IBM,41.1881,-103.677
ICL,40.7242,-95.0223
ICR,43.3903,-99.8422
ICT,37.65,-97.43
IDA,43.5137,-112.071
IDI,40.6322,-79.1055
IDP,37.1584,-95.7784
IEN,43.0225,-102.511
IER,31.7357,-93.0991
IFA,42.4691,-93.2651
IFP,35.1574,-114.56
IGM,35.2577,-113.933
IGQ,41.5349,-87.5295
IGX,35.9333,-79.0642
IIB,42.4544,-91.9504
IIY,33.7794,-82.8158
IJD,41.7419,-72.1836
IJX,39.7746,-90.2383
IKG,27.5509,-98.0309
IKK,41.0714,-87.8463
IKT,28.5208,-88.2889
IKV,41.6878,-93.5695
IKW,43.6629,-84.2613
ILE,31.0858,-97.6865
ILG,39.6728,-75.6008
ILM,34.27,-77.9
ILN,39.4203,-83.8217
IML,40.5103,-101.62
IMS,38.7589,-85.4655
IMT,45.8184,-88.1146
IND,39.7084,-86.3048
INF,28.8036,-82.3182
INJ,32.0836,-97.0972
INK,31.78,-103.2
INL,48.5595,-93.3956
INS,36.5872,-115.673
INT,36.1337,-80.222
INW,35.0219,-110.723
IOB,38.0575,-83.9829
IOW,41.6394,-91.5445
IPJ,35.4833,-81.1612
IPL,32.8342,-115.579
IPN,28.085,-87.9858
IPT,41.2433,-76.9217
IRK,40.0972,-92.5433
IRS,41.8133,-85.4389
ISM,28.29,-81.44
ISN,48.1738,-103.637
ISO,35.33,-77.61
ISP,40.7939,-73.1017
ISQ,45.9746,-86.1718
ISW,44.3592,-89.8369
ITH,42.491,-76.4584
ITR,39.2425,-102.285
IWA,33.3078,-111.656
IWD,46.5275,-90.1314
IWI,43.9614,-69.7126
IXA,36.3298,-77.6352
IXD,38.8309,-94.8903
IYA,29.9758,-92.0842
IZA,34.6068,-120.076
IZG,43.9911,-70.9479
JAC,43.6128,-110.737
JAN,32.32,-90.08
JAQ,38.3742,-120.794
JAS,30.8857,-94.0349
JAU,36.3341,-84.163
JAX,30.4941,-81.6879
JBR,35.8317,-90.6464
JCA,34.1739,-83.5583
JCT,30.5108,-99.7664
JDD,32.7422,-95.4965
JDN,47.3258,-106.948
JEF,38.5912,-92.1561
JER,42.7267,-114.457
JES,31.554,-81.8825
JFK,40.6386,-73.7622
JFX,33.902,-87.3142
JFZ,37.0637,-81.7983
JGG,37.2392,-76.7161
JHN,37.5782,-101.73
JHW,42.1534,-79.258
JKA,30.2905,-87.6718
JKJ,46.8393,-96.664
JKL,37.5914,-83.3144
JLN,37.1522,-94.4952
JMR,45.8861,-93.2718
JMS,46.93,-98.68
JNX,35.5409,-78.3903
JOT,41.5177,-88.1756
JQF,35.3878,-80.7091
JRB,40.7012,-74.009
JSO,31.87,-95.22
JST,40.3161,-78.8339
JSV,35.4381,-94.8028
JTC,34.1294,-109.311
JVL,42.6202,-89.0416
JVW,32.3045,-90.4105
JWG,35.8647,-98.4207
JWN,36.1824,-86.8867
JWY,32.4561,-96.9125
JXI,32.7,-94.95
JXN,42.2598,-84.4594
JYG,43.9863,-94.5579
JYL,32.6453,-81.5971
JYM,41.9213,-84.5858
JYO,39.078,-77.5575
JYR,40.8967,-97.6228
JZI,32.7009,-80.0029
JZP,34.4535,-84.4572
K02,37.8687,-89.8621
K88,37.8682,-95.3869
KLS,46.12,-122.9
L18,33.3542,-117.251
L35,34.2638,-116.856
L38,30.1727,-90.9406
LAA,38.07,-102.688
LAF,40.4148,-86.9333
LAL,27.9889,-82.0186
LAM,35.8798,-106.269
LAN,42.78,-84.58
LAR,41.3121,-105.675
LAS,36.0801,-115.152
LAW,34.5677,-98.4166
LAX,33.9382,-118.386
LBB,33.6636,-101.823
LBE,40.2759,-79.4048
LBF,41.1219,-100.669
LBL,37.0442,-100.96
LBR,33.5932,-95.0636
LBT,34.61,-79.06
LBX,29.1086,-95.4621
LCG,42.2419,-96.9814
LCH,30.1255,-93.2277
LCI,43.5735,-71.4215
LCK,39.8138,-82.9278
LCQ,30.1821,-82.5769
LDJ,40.6174,-74.2446
LDM,43.9625,-86.4079
LEB,43.6261,-72.3042
LEE,28.82,-81.81
LEW,44.0485,-70.2835
LEX,38.0408,-84.6058
LFI,37.0828,-76.3605
LFK,31.234,-94.75
LFT,30.1986,-91.9896
LGA,40.7794,-73.8803
LGB,33.8118,-118.147
LGC,33.0089,-85.0726
LGD,45.2902,-118.007
LGU,41.7913,-111.852
LHB,30.87,-96.62
LHM,38.9092,-121.351
LHQ,39.7556,-82.6571
LHW,31.8891,-81.5623
LHX,38.0494,-103.512
LHZ,36.0233,-78.3303
LIC,39.2748,-103.666
LIT,34.7273,-92.2357
LJF,45.0971,-94.5072
LKR,34.723,-80.8544
LKU,38.01,-77.97
LKV,42.1611,-120.399
LLJ,44.5228,-114.215
LLQ,33.64,-91.75
LMO,40.1637,-105.163
LMT,42.1469,-121.724
LNC,32.5792,-96.719
LND,42.8152,-108.73
LNK,40.8478,-96.7647
LNL,46.154,-89.2121
LNN,41.684,-81.3898
LNP,36.9875,-82.53
LNR,43.2119,-90.1798
LNS,40.1203,-76.2944
LOL,40.0684,-118.57
LOM,40.1376,-75.2651
LOR,31.3558,-85.7511
LOT,41.6081,-88.0962
LOU,38.228,-85.6637
LOZ,37.087,-84.077
LPC,34.6656,-120.467
LPR,41.3461,-82.1794
LQK,34.81,-82.7029
LRD,27.5438,-99.4615
LRF,34.9168,-92.1465
LRJ,42.7754,-96.1923
LRO,32.8978,-79.7829
LRU,32.2894,-106.922
LRY,38.611,-94.3421
LSB,32.3335,-108.692
LSE,43.88,-91.25
LSF,32.3373,-84.9913
LSK,42.7538,-104.405
LSV,36.2362,-115.034
LTS,34.6671,-99.2667
LUA,38.6671,-78.5006
LUD,33.2542,-97.5805
LUF,33.535,-112.383
LUK,39.1033,-84.4186
LUL,31.673,-89.1728
LUM,44.8923,-91.8678
LUX,34.5071,-81.9472
LVJ,29.52,-95.24
LVK,37.6931,-121.815
LVL,36.7728,-77.7943
LVM,45.7,-110.45
LVN,44.6252,-93.2273
LVS,35.6542,-105.142
LWA,42.3508,-86.2561
LWB,37.8583,-80.3995
LWC,39.0077,-95.2115
LWD,40.6306,-93.9005
LWM,42.7172,-71.1234
LWS,46.3745,-117.015
LWT,47.0493,-109.467
LWV,38.7643,-87.6055
LXL,45.9492,-94.3469
LXN,40.7904,-99.7759
LXT,38.9597,-94.3714
LXV,39.2281,-106.316
LXY,31.6412,-96.5145
LYH,37.3208,-79.2067
LYV,43.6212,-96.2158
LZU,33.9781,-83.9624
LZZ,31.1062,-98.1959
M08,35.2145,-89.0434
M19,35.6377,-91.1764
M21,37.2262,-87.1564
M25,36.7691,-88.5847
M30,37.1859,-88.7506
M33,36.3768,-86.4088
M40,33.8738,-88.4897
M63,32.07,-106.15
M91,36.5363,-86.9189
MAE,36.9849,-120.111
MAF,31.9466,-102.207
MAI,30.8356,-85.1839
MAN,43.5813,-116.523
MAO,34.1812,-79.3347
MAW,36.6005,-89.9922
MBG,45.5464,-100.408
MBL,44.2725,-86.2469
MBO,32.4384,-90.1014
MBS,43.53,-84.08
MCB,31.18,-90.47
MCC,38.667,-121.401
MCD,45.865,-84.6372
MCE,37.286,-120.518
MCF,27.85,-82.52
MCI,39.2976,-94.7139
MCJ,29.714,-95.395
MCK,40.2063,-100.592
MCN,32.6928,-83.6492
MCO,28.4294,-81.309
MCW,43.1544,-93.3261
MCX,40.7088,-86.7668
MDD,32.0365,-102.101
MDH,37.78,-89.25
MDJ,28.6425,-89.7942
MDQ,34.86,-86.56
MDS,44.016,-97.0859
MDT,40.1936,-76.7633
MDW,41.786,-87.7524
MDZ,45.1008,-90.3033
MEB,34.7919,-79.3658
MEH,45.5114,-118.425
MEI,32.3347,-88.7511
MEM,35.0611,-89.985
MER,37.3805,-120.568
MEV,38.9963,-119.75
MEZ,34.5454,-94.2026
MFD,40.82,-82.52
MFE,26.1758,-98.2386
MFI,44.6369,-90.1893
MFR,42.3811,-122.872
MFV,37.6469,-75.7611
MGC,41.7033,-86.8212
MGE,33.9153,-84.5163
MGG,45.236,-93.9856
MGJ,41.5092,-74.265
MGM,32.3006,-86.394
MGN,45.4256,-84.9134
MGR,31.0849,-83.8033
MGW,39.6429,-79.9163
MGY,39.589,-84.2249
MHE,43.7748,-98.0386
MHK,39.1353,-96.6778
MHL,39.0955,-93.2028
MHR,38.5553,-121.297
MHS,41.3149,-122.317
MHT,42.9328,-71.4357
MHV,35.059,-118.152
MIA,25.788,-80.3169
MIB,48.4158,-101.358
MIC,45.0622,-93.3511
MIE,40.2425,-85.3958
MIS,29.296,-88.842
MIV,39.3661,-75.0783
MIW,42.1106,-92.9163
MJQ,43.65,-94.9865
MJX,39.9275,-74.2924
MKC,39.123,-94.593
MKE,42.9472,-87.8967
MKG,43.1711,-86.2367
MKJ,36.8949,-81.3499
MKL,35.5931,-88.9167
MKN,31.92,-98.6
MKO,35.6567,-95.3614
MKS,33.1855,-80.0362
MKT,44.22,-93.92
MKY,25.995,-81.6725
MLB,28.1028,-80.6453
MLC,34.8822,-95.7831
MLE,41.196,-96.112
MLF,38.4266,-113.012
MLI,41.4485,-90.5075
MLJ,33.1542,-83.2407
MLP,47.4548,-115.671
MLS,46.428,-105.886
MLT,45.6478,-68.6856
MLU,32.5109,-92.0377
MMH,37.6241,-118.839
MMI,35.3973,-84.5626
MMK,41.51,-72.83
MML,44.45,-95.82
MMT,33.92,-80.8
MMU,40.7993,-74.4149
MMV,45.1945,-123.136
MNE,32.646,-93.2981
MNH,39.2231,-104.642
MNI,33.5871,-80.2087
MNM,45.1266,-87.6384
MNN,40.6163,-83.0635
MNV,35.5452,-84.3804
MNZ,31.6659,-98.1486
MOB,30.6883,-88.2456
MOD,37.6258,-120.954
MOP,43.6217,-84.7372
MOR,36.1794,-83.3754
MOT,48.2594,-101.28
MOX,45.566,-95.9672
MPO,41.1389,-75.3794
MPV,44.2035,-72.5623
MPZ,40.9453,-91.5122
MQB,40.52,-90.65
MQE,42.2121,-71.1142
MQI,35.919,-75.6955
MQJ,39.8435,-85.8971
MQS,39.979,-75.8655
MQY,36.009,-86.5201
MRB,39.4019,-77.9847
MRC,35.5544,-87.1791
MRF,30.37,-104.02
MRH,34.7336,-76.6606
MRJ,42.8868,-90.2362
MRN,35.82,-81.61
MRT,40.2247,-83.3516
MRY,36.5904,-121.849
MSL,34.7439,-87.5996
MSN,43.1406,-89.3453
MSO,46.9208,-114.092
MSP,44.8854,-93.2313
MSS,44.9358,-74.8456
MSV,41.7016,-74.795
MSY,29.9933,-90.2511
MTC,42.6083,-82.8355
MTH,24.7262,-81.0514
MTJ,38.505,-107.897
MTN,39.3257,-76.4138
MTO,39.4779,-88.2792
MTP,41.0731,-71.9233
MTV,36.6272,-80.0133
MTW,44.1288,-87.6806
MUI,40.4348,-76.5693
MUO,43.0436,-115.872
MUT,41.367,-91.1406
MVE,44.9691,-95.7103
MVH,46.8381,-108.937
MVL,44.5346,-72.614
MVN,38.3233,-88.8583
MVY,41.3931,-70.615
MWA,37.755,-89.0111
MWC,43.1104,-88.0344
MWH,47.2086,-119.319
MWK,36.46,-80.55
MWL,32.7816,-98.0602
MWM,43.9134,-95.1094
MWN,44.2708,-71.3035
MWO,39.531,-84.3953
MWT,34.5467,-93.5781
MXF,32.3829,-86.3658
MXO,42.2204,-91.1605
MYF,32.8157,-117.14
MYJ,39.1575,-91.8183
MYL,44.8889,-116.102
MYP,38.484,-106.317
MYR,33.68,-78.93
MYV,39.102,-121.569
MYZ,39.8553,-96.6306
MZG,27.7269,-96.1911
MZH,46.4186,-92.8048
MZZ,40.4899,-85.6797
N03,42.5926,-76.2149
N38,41.7279,-77.3965
N60,47.6458,-101.439
NAK,38.9913,-76.4891
NBC,32.4774,-80.7232
NBG,29.8253,-90.035
NBT,35.0222,-76.4625
NCA,34.7084,-77.4397
NDZ,30.7044,-87.0231
NEL,40.0334,-74.3536
NEW,30.0424,-90.0282
NFE,36.695,-76.1356
NFG,33.3011,-117.355
NFL,39.4166,-118.701
NFW,32.781,-97.4365
NGP,27.6926,-97.2911
NGU,36.9375,-76.2893
NHK,38.286,-76.4118
NID,35.6855,-117.692
NIP,30.2342,-81.6747
NJK,32.8292,-115.672
NJM,34.694,-77.0294
NKT,34.9,-76.88
NKX,32.8645,-117.137
NLC,36.333,-119.952
NMM,32.5521,-88.5556
NOG,27.9011,-98.0517
NOW,48.1413,-123.414
NPA,30.3533,-87.318
NQA,35.3567,-89.8703
NQI,27.5072,-97.8097
NQX,24.5757,-81.6888
NRB,30.3914,-81.4245
NRS,32.5631,-117.11
NSE,30.7242,-87.0219
NSI,33.2398,-119.458
NTD,34.12,-119.12
NTU,36.8207,-76.0335
NUC,33.0228,-118.589
NUI,38.146,-76.4285
NUQ,37.4059,-122.049
NUW,48.3518,-122.656
NXF,33.2856,-117.456
NXP,34.2962,-116.162
NYC,40.779,-73.9693
NYG,38.5017,-77.3053
NYL,32.6566,-114.606
NZY,32.6922,-117.21
O22,38.0304,-120.415
O54,40.7473,-122.922
O69,38.2578,-122.605
O86,40.9828,-122.694
OAJ,34.8292,-77.6121
OAK,37.7213,-122.221
OBE,27.2628,-80.8498
OCF,29.1636,-82.221
OCH,31.5778,-94.7094
OCQ,44.8742,-87.9096
OCW,35.57,-77.05
ODO,31.9206,-102.387
ODX,41.6236,-98.9517
OEB,41.9333,-85.0525
OEO,45.3086,-92.69
OFF,41.1183,-95.9125
OFK,41.9855,-97.4351
OFP,37.7089,-77.4366
OGA,41.1195,-101.77
OGB,33.4568,-80.8595
OGD,41.1957,-112.013
OGS,44.6819,-75.4655
OJA,35.5448,-98.6685
OJC,38.85,-94.7392
OKB,33.22,-117.35
OKC,35.3889,-97.6006
OKK,40.5282,-86.059
OKM,35.67,-95.95
OKV,39.1435,-78.1444
OKZ,32.9667,-82.8382
OLE,42.2413,-78.3714
OLF,48.0945,-105.575
OLG,46.3148,-91.8164
OLM,46.9733,-122.903
OLS,31.4208,-110.846
OLU,41.448,-97.3426
OLV,34.9787,-89.7869
OLY,38.7218,-88.1764
OLZ,42.6831,-91.976
OMA,41.3103,-95.8992
OMH,38.2472,-78.0456
OMK,48.4644,-119.518
OMN,29.3006,-81.1136
ONA,44.0772,-91.7083
ONL,42.4697,-98.6881
ONM,34.0225,-106.903
ONO,44.0206,-117.013
ONP,44.5804,-124.058
ONT,34.056,-117.601
ONX,36.3999,-76.0154
ONZ,42.0991,-83.1615
OOA,41.2273,-92.4919
OPF,25.9102,-80.2828
OPL,30.5584,-92.0994
OPN,32.9539,-84.2594
OQT,36.023,-84.2336
OQU,41.5971,-71.4121
ORB,48.0159,-92.856
ORC,42.9895,-96.0606
ORD,41.9875,-87.9319
ORE,42.5701,-72.2886
ORF,36.9033,-76.1922
ORG,30.0692,-93.8036
ORH,42.2673,-71.8757
ORL,28.5455,-81.3329
ORS,48.71,-122.91
OSA,33.0956,-94.9614
OSC,44.4515,-83.3942
OSH,43.9843,-88.557
OSU,40.08,-83.08
OTG,43.6551,-95.5792
OTH,43.4195,-124.244
OTM,41.1008,-92.4446
OUN,35.2435,-97.4708
OVE,39.49,-121.62
OVL,44.7786,-95.0328
OVS,43.1561,-90.6775
OWA,44.1233,-93.2606
OWB,37.7388,-87.1668
OWD,42.1912,-71.1733
OWI,38.5409,-95.2542
OWP,36.1753,-96.1518
OWX,41.0356,-83.982
OXB,38.3083,-75.1239
OXC,41.4741,-73.1354
OXI,41.3302,-86.6648
OXR,34.2008,-119.207
OXV,41.2984,-93.1114
OZA,30.7353,-101.203
OZR,31.2758,-85.7134
OZS,37.974,-92.6912
OZW,42.6294,-83.9822
P08,32.936,-111.426
P28,37.2839,-98.5528
P53,46.4119,-86.6508
P58,44.0219,-82.7931
P59,47.4669,-87.875
P60,44.5444,-110.421
P68,39.6014,-116.006
P69,46.1442,-115.596
P92,29.559,-91.525
PAAD,70.136,-146.29
PAAK,52.2206,-174.206
PAAQ,61.5949,-149.089
PABA,70.134,-143.582
PABE,60.7858,-161.826
PABI,63.995,-145.718
PABL,65.9816,-161.149
PABR,71.2826,-156.792
PABT,66.9165,-151.519
PABV,61.4164,-149.507
PACD,55.2207,-162.732
PACM,61.8445,-165.574
PACV,60.4889,-145.451
PACZ,61.7803,-166.039
PADE,66.0696,-162.766
PADG,68.0321,-162.899
PADK,51.878,-176.646
PADL,59.0447,-158.505
PADM,61.8643,-162.026
PADQ,57.75,-152.494
PADU,53.9001,-166.544
PAE,47.907,-122.282
PAEC,62.8833,-149.833
PAED,61.2514,-149.807
PAEG,64.7781,-141.15
PAEH,58.6464,-162.063
PAEI,64.6657,-147.102
PAEL,58.1952,-136.347
PAEM,62.7861,-164.491
PAEN,60.5797,-151.239
PAFA,64.8039,-147.876
PAFB,64.8375,-147.614
PAFE,56.9614,-133.91
PAFM,67.1063,-157.857
PAFR,61.2664,-149.653
PAFS,63.02,-154.36
PAGA,64.7362,-156.937
PAGB,68.4797,-149.49
PAGH,66.8881,-157.162
PAGK,62.1602,-145.457
PAGL,64.5433,-163.039
PAGM,63.7668,-171.733
PAGN,57.5036,-134.585
PAGS,58.4253,-135.707
PAGY,59.4601,-135.316
PAH,37.0563,-88.7744
PAHC,62.1883,-159.775
PAHL,65.6979,-156.351
PAHN,59.2429,-135.512
PAHO,59.6456,-151.477
PAHP,61.5239,-166.147
PAHX,62.6923,-159.569
PAHY,55.2061,-132.828
PAIG,59.324,-155.902
PAII,58.1853,-157.386
PAIK,66.9759,-160.436
PAIL,59.7492,-154.909
PAIM,65.9928,-153.704
PAIN,63.7326,-148.911
PAIW,65.6226,-168.095
PAJC,56.3115,-158.373
PAJN,58.355,-134.576
PAJZ,59.7266,-157.26
PAKF,54.8474,-163.41
PAKH,56.94,-154.18
PAKI,59.93,-164.03
PAKK,64.9395,-161.154
PAKN,58.6836,-156.654
PAKP,68.1336,-151.743
PAKT,55.3567,-131.712
PAKU,70.3308,-149.598
PAKV,64.319,-158.741
PAKW,55.5792,-133.076
PALG,61.5363,-160.341
PALH,61.1786,-149.965
PALJ,60.204,-154.319
PALK,62.0333,-142.667
PALP,70.3443,-150.945
PALU,68.8833,-166.133
PAM,30.0696,-85.5754
PAMB,58.9833,-159.05
PAMC,62.9528,-155.607
PAMD,59.432,-146.338
PAMH,63.886,-152.302
PAMK,63.49,-162.11
PAMM,55.1308,-131.576
PAMO,62.0953,-163.682
PAMR,61.2163,-149.857
PAMY,60.37,-166.27
PANA,60.6903,-161.979
PAN,34.2568,-111.339
PANC,61.1697,-150.026
PANI,61.5816,-159.543
PANN,64.5473,-149.074
PANT,55.0424,-131.572
PANV,62.6473,-160.19
PANW,59.45,-157.33
PAO,37.4611,-122.115
PAOH,58.1122,-135.452
PAOM,64.5122,-165.445
PAOO,60.5413,-165.087
PAOR,62.9614,-141.929
PAOT,66.8857,-162.607
PAOU,56.01,-161.16
PAPB,56.5769,-169.663
PAPC,65.2537,-166.859
PAPG,56.7999,-132.95
PAPH,56.9591,-158.633
PAPM,59.01,-161.82
PAPN,57.58,-157.57
PAPO,68.35,-166.8
PAPR,66.8141,-150.644
PAPT,62.1,-152.75
PAQH,59.7551,-161.845
PAQT,70.21,-151.006
PARC,68.1147,-145.579
PARD,68.0314,-162.903
PARS,61.7749,-161.319
PARY,64.73,-155.47
PASA,63.6864,-170.493
PASC,70.1947,-148.465
PASD,55.3137,-160.521
PASH,66.2496,-166.089
PASI,57.0471,-135.362
PASK,66.6001,-159.986
PASL,61.7167,-157.15
PASM,62.0608,-163.302
PASN,57.1553,-170.222
PASO,59.4424,-151.704
PASV,61.0972,-155.575
PASW,61.9653,-151.191
PASX,60.4758,-151.034
PASY,52.7141,174.117
PATA,65.1744,-152.107
PATC,65.564,-167.923
PATE,65.2404,-166.339
PATG,59.0536,-160.397
PATK,62.32,-150.095
PATL,62.8944,-155.977
PATO,60.785,-148.839
PATQ,70.4673,-157.436
PAUN,63.8885,-160.799
PAUT,54.1446,-165.604
PAVA,61.5408,-165.601
PAVC,55.1163,-162.266
PAVD,61.134,-146.248
PAVL,67.7317,-164.548
PAWD,60.1269,-149.419
PAWG,56.4843,-132.37
PAWI,70.638,-159.995
PAWM,64.6892,-163.413
PAWN,67.5661,-162.975
PAWS,61.5719,-149.541
PAYA,59.5121,-139.671
PAZK,61.937,-147.169
PBF,34.175,-91.9347
PBG,44.6509,-73.4681
PBH,45.7089,-90.4025
PBI,26.6847,-80.0994
PBX,37.5587,-82.5674
PCM,28.0002,-82.1642
PCW,41.5163,-82.8687
PCZ,44.3333,-89.0198
PDC,43.0193,-91.1237
PDK,33.8756,-84.302
PDT,45.6951,-118.841
PDX,45.5908,-122.6
PEA,41.3989,-92.9431
PEO,42.6371,-77.0529
PEQ,31.38,-103.51
PEX,45.3723,-94.7466
PEZ,28.9542,-98.52
PFCL,58.8337,-158.529
PFEL,64.615,-162.27
PFKT,65.3313,-166.466
PFKW,60.7903,-161.444
PFNO,66.8175,-161.022
PFSH,64.3711,-161.224
PFWS,58.7021,-157.003
PFYU,66.5667,-145.267
PGA,36.9261,-111.448
PGD,26.9172,-81.9914
PGV,35.6352,-77.3853
PHBK,22.0228,-159.785
PHD,40.4719,-81.4236
PHF,37.1319,-76.493
PHHI,21.4776,-158.044
PHIK,21.3187,-157.922
PHJH,20.963,-156.675
PHJR,21.3073,-158.07
PHKO,19.7388,-156.046
PHL,39.8683,-75.2311
PHLI,21.9785,-159.339
PHMK,21.1529,-157.096
PHN,42.911,-82.5289
PHNG,21.4509,-157.763
PHNL,21.3187,-157.922
PHNY,20.7856,-156.951
PHOG,20.9,-156.43
PHP,44.05,-101.6
PHSF,19.76,-155.554
PHT,36.3359,-88.3844
PHTO,19.7203,-155.048
PHX,33.4343,-112.012
PIA,40.6675,-89.6839
PIB,31.4671,-89.3371
PIE,27.91,-82.6874
PIH,42.9098,-112.596
PIL,26.1597,-97.3378
PIM,32.8407,-84.8824
PIR,44.3827,-100.286
PIT,40.4915,-80.2329
PKB,39.3451,-81.4392
PKD,46.9,-95.07
PKV,28.654,-96.681
PLN,45.5709,-84.7967
PLR,33.5588,-86.2491
PLU,47.1039,-122.287
PMD,34.6294,-118.085
PMDY,28.2082,-177.376
PMP,26.2464,-80.111
PMU,34.3635,-89.8929
PMV,40.9502,-95.9179
PNA,42.7955,-109.807
PNC,36.73,-97.1
PNE,40.0789,-75.0134
PNM,45.5599,-93.6082
PNS,30.4781,-87.1869
PNT,40.9244,-88.6239
POB,35.1709,-79.0145
POC,34.0917,-117.782
POE,31.0448,-93.1916
POF,36.7739,-90.3249
POU,41.6266,-73.8842
POV,41.2102,-81.2516
POY,44.8672,-108.793
PPA,35.613,-100.996
PPF,37.3278,-95.5042
PPIT,60.906,-162.441
PPIZ,69.7329,-163.005
PPO,41.5725,-86.7345
PPQ,39.6389,-90.7784
PQI,46.689,-68.0448
PQL,30.4636,-88.5319
PQN,43.9821,-96.3004
PRB,35.6694,-120.629
PRC,34.65,-112.42
PRG,39.7,-87.67
PRN,31.8457,-86.6107
PRO,41.8278,-94.1637
PRS,29.6342,-104.362
PRX,33.6366,-95.4507
PSC,46.2647,-119.119
PSF,42.4272,-73.2892
PSK,37.1373,-80.6785
PSM,43.0779,-70.8233
PSN,31.7797,-95.7063
PSO,37.2863,-107.056
PSP,33.8297,-116.507
PSX,28.73,-96.25
PTB,37.1838,-77.5074
PTK,42.6655,-83.4201
PTN,29.7096,-91.339
PTS,37.4495,-94.7311
PTT,37.7016,-98.7469
PTV,36.0296,-119.063
PTW,40.2383,-75.5572
PUB,38.29,-104.498
PUC,39.6092,-110.755
PUJ,33.912,-84.9406
PUW,46.7439,-117.11
PVB,42.6894,-90.4444
PVC,42.07,-70.22
PVD,41.7219,-71.4325
PVE,35.6564,-88.1954
PVF,38.7242,-120.753
PVG,36.7801,-76.4488
PVJ,34.7108,-97.2231
PVU,40.2192,-111.723
PVW,34.1681,-101.717
PWA,35.5342,-97.6471
PWC,46.7248,-94.3817
PWG,31.4849,-97.3165
PWK,42.1208,-87.9047
PWM,43.6424,-70.3044
PWT,47.4903,-122.765
PXE,32.5106,-83.7673
PYM,41.909,-70.7288
PYX,36.414,-100.75
PZQ,45.4071,-83.8129
RAC,42.7611,-87.8136
RAL,33.9519,-117.445
RAP,44.0453,-103.057
RAS,27.81,-97.09
RBD,32.68,-96.87
RBG,43.2388,-123.356
RBL,40.1519,-122.254
RBO,27.7785,-97.6905
RBW,32.921,-80.6406
RCA,44.1451,-103.104
RCE,35.4881,-97.8236
